"Date Heure, GMT+01:00","Temp., 째C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature)","Temp., 째C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature)","Temp., 째C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature)","Temp., 째C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Temperature)" 
2015/12/11 23:30:00,8.419,-94.792,8.568,9.583 
2015/12/11 23:45:00,8.444,-94.792,8.568,9.583 
2015/12/12 00:00:00,8.469,-94.792,8.593,9.583 
2015/12/12 00:15:00,8.469,-94.792,8.568,9.583 
2015/12/12 00:30:00,8.494,-94.792,8.593,9.583 
2015/12/12 00:45:00,8.519,-94.792,8.593,9.583 
2015/12/12 01:00:00,8.519,-94.792,8.593,9.583 
2015/12/12 01:15:00,8.543,-94.792,8.593,9.583 
2015/12/12 01:30:00,8.543,-94.792,8.593,9.583 
2015/12/12 01:45:00,8.568,-94.792,8.618,9.583 
2015/12/12 02:00:00,8.593,-94.792,8.618,9.583 
2015/12/12 02:15:00,8.593,-94.792,8.618,9.583 
2015/12/12 02:30:00,8.618,-94.792,8.618,9.583 
2015/12/12 02:45:00,8.643,-94.792,8.618,9.583 
2015/12/12 03:00:00,8.643,-94.792,8.643,9.583 
2015/12/12 03:15:00,8.643,-94.792,8.643,9.583 
2015/12/12 03:30:00,8.668,-94.792,8.643,9.583 
2015/12/12 03:45:00,8.668,-94.792,8.643,9.583 
2015/12/12 04:00:00,8.693,-94.792,8.643,9.583 
2015/12/12 04:15:00,8.717,-94.792,8.643,9.583 
2015/12/12 04:30:00,8.717,-94.792,8.643,9.583 
2015/12/12 04:45:00,8.717,-94.792,8.668,9.583 
2015/12/12 05:00:00,8.742,-94.792,8.668,9.583 
2015/12/12 05:15:00,8.742,-94.792,8.668,9.608 
2015/12/12 05:30:00,8.742,-94.792,8.668,9.583 
2015/12/12 05:45:00,8.767,-94.792,8.693,9.583 
2015/12/12 06:00:00,8.767,-94.792,8.693,9.608 
2015/12/12 06:15:00,8.792,-94.792,8.693,9.583 
2015/12/12 06:30:00,8.792,-94.792,8.693,9.608 
2015/12/12 06:45:00,8.792,-94.792,8.717,9.608 
2015/12/12 07:00:00,8.792,-94.792,8.717,9.608 
2015/12/12 07:15:00,8.817,-94.792,8.717,9.608 
2015/12/12 07:30:00,8.817,-94.792,8.717,9.608 
2015/12/12 07:45:00,8.841,-94.792,8.717,9.608 
2015/12/12 08:00:00,8.841,-94.792,8.717,9.608 
2015/12/12 08:15:00,8.841,-94.792,8.742,9.608 
2015/12/12 08:30:00,8.841,-94.792,8.742,9.608 
2015/12/12 08:45:00,8.866,-94.792,8.742,9.608 
2015/12/12 09:00:00,8.866,-94.792,8.742,9.608 
2015/12/12 09:15:00,8.866,-94.792,8.742,9.608 
2015/12/12 09:30:00,8.891,-94.792,8.767,9.632 
2015/12/12 09:45:00,8.891,-94.792,8.767,9.632 
2015/12/12 10:00:00,8.916,-94.792,8.767,9.632 
2015/12/12 10:15:00,8.916,-94.792,8.767,9.632 
2015/12/12 10:30:00,8.916,-94.792,8.767,9.632 
2015/12/12 10:45:00,8.941,-94.792,8.792,9.632 
2015/12/12 11:00:00,8.941,-94.792,8.792,9.632 
2015/12/12 11:15:00,8.965,-94.792,8.792,9.632 
2015/12/12 11:30:00,8.965,-94.792,8.817,9.632 
2015/12/12 11:45:00,8.990,-94.792,8.817,9.657 
2015/12/12 12:00:00,8.990,-94.792,8.817,9.657 
2015/12/12 12:15:00,9.015,-94.792,8.817,9.657 
2015/12/12 12:30:00,9.040,-94.792,8.817,9.657 
2015/12/12 12:45:00,9.040,-94.792,8.841,9.657 
2015/12/12 13:00:00,9.064,-94.792,8.841,9.657 
2015/12/12 13:15:00,9.089,-94.792,8.841,9.657 
2015/12/12 13:30:00,9.089,-94.792,8.841,9.657 
2015/12/12 13:45:00,9.114,-94.792,8.841,9.657 
2015/12/12 14:00:00,9.139,-94.792,8.841,9.657 
2015/12/12 14:15:00,9.139,-94.792,8.866,9.682 
2015/12/12 14:30:00,9.139,-94.792,8.866,9.682 
2015/12/12 14:45:00,9.163,-94.792,8.866,9.682 
2015/12/12 15:00:00,9.188,-94.792,8.866,9.682 
2015/12/12 15:15:00,9.188,-94.792,8.866,9.682 
2015/12/12 15:30:00,9.213,-94.792,8.866,9.682 
2015/12/12 15:45:00,9.213,-94.792,8.891,9.682 
2015/12/12 16:00:00,9.238,-94.792,8.891,9.682 
2015/12/12 16:15:00,9.238,-94.792,8.891,9.706 
2015/12/12 16:30:00,9.262,-94.792,8.891,9.682 
2015/12/12 16:45:00,9.262,-94.792,8.916,9.706 
2015/12/12 17:00:00,9.262,-94.792,8.916,9.706 
2015/12/12 17:15:00,9.287,-94.792,8.916,9.706 
2015/12/12 17:30:00,9.287,-94.792,8.916,9.706 
2015/12/12 17:45:00,9.287,-94.792,8.916,9.706 
2015/12/12 18:00:00,9.312,-94.792,8.941,9.706 
2015/12/12 18:15:00,9.312,-94.792,8.941,9.706 
2015/12/12 18:30:00,9.312,-94.792,8.941,9.706 
2015/12/12 18:45:00,9.312,-94.792,8.941,9.706 
2015/12/12 19:00:00,9.312,-94.792,8.965,9.706 
2015/12/12 19:15:00,9.312,-94.792,8.965,9.731 
2015/12/12 19:30:00,9.336,-94.792,8.965,9.731 
2015/12/12 19:45:00,9.336,-94.792,8.965,9.731 
2015/12/12 20:00:00,9.336,-94.792,8.990,9.731 
2015/12/12 20:15:00,9.336,-94.792,8.990,9.731 
2015/12/12 20:30:00,9.336,-94.792,8.990,9.731 
2015/12/12 20:45:00,9.336,-94.792,9.015,9.731 
2015/12/12 21:00:00,9.336,-94.792,9.015,9.731 
2015/12/12 21:15:00,9.336,-94.792,9.015,9.731 
2015/12/12 21:30:00,9.336,-94.792,9.015,9.756 
2015/12/12 21:45:00,9.336,-94.792,9.015,9.756 
2015/12/12 22:00:00,9.336,-94.792,9.040,9.756 
2015/12/12 22:15:00,9.336,-94.792,9.015,9.756 
2015/12/12 22:30:00,9.312,-94.792,9.040,9.756 
2015/12/12 22:45:00,9.312,-94.792,9.040,9.756 
2015/12/12 23:00:00,9.312,-94.792,9.040,9.756 
2015/12/12 23:15:00,9.312,-94.792,9.040,9.756 
2015/12/12 23:30:00,9.287,-94.792,9.040,9.756 
2015/12/12 23:45:00,9.287,-94.792,9.064,9.756 
2015/12/13 00:00:00,9.262,-94.792,9.064,9.756 
2015/12/13 00:15:00,9.238,-94.792,9.064,9.780 
2015/12/13 00:30:00,9.238,-94.792,9.064,9.756 
2015/12/13 00:45:00,9.213,-94.792,9.064,9.780 
2015/12/13 01:00:00,9.188,-94.792,9.089,9.780 
2015/12/13 01:15:00,9.163,-94.792,9.089,9.780 
2015/12/13 01:30:00,9.139,-94.792,9.089,9.780 
2015/12/13 01:45:00,9.139,-94.792,9.089,9.780 
2015/12/13 02:00:00,9.114,-94.792,9.089,9.780 
2015/12/13 02:15:00,9.089,-94.792,9.089,9.780 
2015/12/13 02:30:00,9.089,-94.792,9.114,9.805 
2015/12/13 02:45:00,9.064,-94.792,9.114,9.805 
2015/12/13 03:00:00,9.040,-94.792,9.114,9.805 
2015/12/13 03:15:00,9.040,-94.792,9.114,9.805 
2015/12/13 03:30:00,9.015,-94.792,9.114,9.805 
2015/12/13 03:45:00,9.015,-94.792,9.114,9.805 
2015/12/13 04:00:00,9.015,-94.792,9.114,9.805 
2015/12/13 04:15:00,9.015,-94.792,9.114,9.805 
2015/12/13 04:30:00,8.990,-94.792,9.114,9.805 
2015/12/13 04:45:00,8.990,-94.792,9.114,9.805 
2015/12/13 05:00:00,8.990,-94.792,9.139,9.805 
2015/12/13 05:15:00,8.965,-94.792,9.114,9.805 
2015/12/13 05:30:00,8.965,-94.792,9.114,9.829 
2015/12/13 05:45:00,8.941,-94.792,9.114,9.829 
2015/12/13 06:00:00,8.941,-94.792,9.114,9.829 
2015/12/13 06:15:00,8.916,-94.792,9.114,9.829 
2015/12/13 06:30:00,8.916,-94.792,9.114,9.829 
2015/12/13 06:45:00,8.916,-94.792,9.114,9.829 
2015/12/13 07:00:00,8.891,-94.792,9.139,9.829 
2015/12/13 07:15:00,8.891,-94.792,9.114,9.829 
2015/12/13 07:30:00,8.891,-94.792,9.114,9.829 
2015/12/13 07:45:00,8.866,-94.792,9.114,9.829 
2015/12/13 08:00:00,8.866,-94.792,9.114,9.829 
2015/12/13 08:15:00,8.866,-94.792,9.114,9.829 
2015/12/13 08:30:00,8.841,-94.792,9.139,9.829 
2015/12/13 08:45:00,8.841,-94.792,9.114,9.829 
2015/12/13 09:00:00,8.841,-94.792,9.139,9.829 
2015/12/13 09:15:00,8.817,-94.792,9.114,9.829 
2015/12/13 09:30:00,8.817,-94.792,9.114,9.829 
2015/12/13 09:45:00,8.792,-94.792,9.114,9.829 
2015/12/13 10:00:00,8.792,-94.792,9.114,9.829 
2015/12/13 10:15:00,8.792,-94.792,9.114,9.829 
2015/12/13 10:30:00,8.792,-94.792,9.114,9.854 
2015/12/13 10:45:00,8.767,-94.792,9.114,9.854 
2015/12/13 11:00:00,8.767,-94.792,9.114,9.829 
2015/12/13 11:15:00,8.767,-94.792,9.114,9.829 
2015/12/13 11:30:00,8.767,-94.792,9.114,9.854 
2015/12/13 11:45:00,8.767,-94.792,9.114,9.829 
2015/12/13 12:00:00,8.767,-94.792,9.114,9.829 
2015/12/13 12:15:00,8.767,-94.792,9.114,9.829 
2015/12/13 12:30:00,8.767,-94.792,9.114,9.854 
2015/12/13 12:45:00,8.767,-94.792,9.114,9.854 
2015/12/13 13:00:00,8.767,-94.792,9.114,9.854 
2015/12/13 13:15:00,8.767,-94.792,9.114,9.854 
2015/12/13 13:30:00,8.767,-94.792,9.089,9.854 
2015/12/13 13:45:00,8.767,-94.792,9.089,9.854 
2015/12/13 14:00:00,8.767,-94.792,9.089,9.854 
2015/12/13 14:15:00,8.767,-94.792,9.089,9.854 
2015/12/13 14:30:00,8.767,-94.792,9.089,9.854 
2015/12/13 14:45:00,8.792,-94.792,9.089,9.854 
2015/12/13 15:00:00,8.792,-94.792,9.089,9.854 
2015/12/13 15:15:00,8.792,-94.792,9.089,9.854 
2015/12/13 15:30:00,8.792,-94.792,9.089,9.854 
2015/12/13 15:45:00,8.792,-94.792,9.089,9.854 
2015/12/13 16:00:00,8.792,-94.792,9.089,9.854 
2015/12/13 16:15:00,8.817,-94.792,9.089,9.854 
2015/12/13 16:30:00,8.817,-94.792,9.089,9.854 
2015/12/13 16:45:00,8.817,-94.792,9.089,9.854 
2015/12/13 17:00:00,8.817,-94.792,9.089,9.854 
2015/12/13 17:15:00,8.817,-94.792,9.089,9.854 
2015/12/13 17:30:00,8.841,-94.792,9.064,9.854 
2015/12/13 17:45:00,8.817,-94.792,9.064,9.854 
2015/12/13 18:00:00,8.841,-94.792,9.089,9.854 
2015/12/13 18:15:00,8.817,-94.792,9.064,9.854 
2015/12/13 18:30:00,8.817,-94.792,9.064,9.829 
2015/12/13 18:45:00,8.817,-94.792,9.064,9.829 
2015/12/13 19:00:00,8.817,-94.792,9.064,9.854 
2015/12/13 19:15:00,8.817,-94.792,9.064,9.854 
2015/12/13 19:30:00,8.817,-94.792,9.064,9.854 
2015/12/13 19:45:00,8.817,-94.792,9.064,9.829 
2015/12/13 20:00:00,8.817,-94.792,9.064,9.829 
2015/12/13 20:15:00,8.817,-94.792,9.064,9.829 
2015/12/13 20:30:00,8.817,-94.792,9.064,9.829 
2015/12/13 20:45:00,8.792,-94.792,9.064,9.829 
2015/12/13 21:00:00,8.792,-94.792,9.064,9.829 
2015/12/13 21:15:00,8.792,-94.792,9.064,9.829 
2015/12/13 21:30:00,8.792,-94.792,9.064,9.829 
2015/12/13 21:45:00,8.792,-94.792,9.064,9.829 
2015/12/13 22:00:00,8.767,-94.792,9.064,9.829 
2015/12/13 22:15:00,8.767,-94.792,9.064,9.829 
2015/12/13 22:30:00,8.767,-94.792,9.064,9.829 
2015/12/13 22:45:00,8.742,-94.792,9.064,9.829 
2015/12/13 23:00:00,8.742,-94.792,9.064,9.829 
2015/12/13 23:15:00,8.742,-94.792,9.064,9.829 
2015/12/13 23:30:00,8.742,-94.792,9.064,9.829 
2015/12/13 23:45:00,8.717,-94.792,9.064,9.829 
2015/12/14 00:00:00,8.717,-94.792,9.064,9.829 
2015/12/14 00:15:00,8.717,-94.792,9.064,9.829 
2015/12/14 00:30:00,8.693,-94.792,9.064,9.829 
2015/12/14 00:45:00,8.693,-94.792,9.064,9.829 
2015/12/14 01:00:00,8.668,-94.792,9.064,9.829 
2015/12/14 01:15:00,8.668,-94.792,9.064,9.829 
2015/12/14 01:30:00,8.668,-94.792,9.064,9.829 
2015/12/14 01:45:00,8.643,-94.792,9.064,9.829 
2015/12/14 02:00:00,8.643,-94.792,9.064,9.829 
2015/12/14 02:15:00,8.643,-94.792,9.064,9.829 
2015/12/14 02:30:00,8.618,-94.792,9.064,9.829 
2015/12/14 02:45:00,8.618,-94.792,9.064,9.829 
2015/12/14 03:00:00,8.593,-94.792,9.040,9.829 
2015/12/14 03:15:00,8.593,-94.792,9.040,9.829 
2015/12/14 03:30:00,8.593,-94.792,9.040,9.829 
2015/12/14 03:45:00,8.568,-94.792,9.040,9.829 
2015/12/14 04:00:00,8.568,-94.792,9.040,9.829 
2015/12/14 04:15:00,8.543,-94.792,9.040,9.829 
2015/12/14 04:30:00,8.519,-94.792,9.040,9.829 
2015/12/14 04:45:00,8.519,-94.792,9.040,9.829 
2015/12/14 05:00:00,8.494,-94.792,9.040,9.829 
2015/12/14 05:15:00,8.494,-94.792,9.040,9.805 
2015/12/14 05:30:00,8.469,-94.792,9.040,9.805 
2015/12/14 05:45:00,8.444,-94.792,9.015,9.805 
2015/12/14 06:00:00,8.419,-94.792,9.040,9.805 
2015/12/14 06:15:00,8.419,-94.792,9.015,9.805 
2015/12/14 06:30:00,8.419,-94.792,9.015,9.805 
2015/12/14 06:45:00,8.394,-94.792,9.015,9.805 
2015/12/14 07:00:00,8.369,-94.792,9.015,9.805 
2015/12/14 07:15:00,8.344,-94.792,9.015,9.805 
2015/12/14 07:30:00,8.344,-94.792,9.015,9.805 
2015/12/14 07:45:00,8.319,-94.792,9.015,9.805 
2015/12/14 08:00:00,8.295,-94.792,9.015,9.805 
2015/12/14 08:15:00,8.270,-94.792,9.015,9.805 
2015/12/14 08:30:00,8.270,-94.792,9.015,9.805 
2015/12/14 08:45:00,8.245,-94.792,9.015,9.805 
2015/12/14 09:00:00,8.220,-94.792,9.015,9.805 
2015/12/14 09:15:00,8.220,-94.792,8.990,9.805 
2015/12/14 09:30:00,8.195,-94.792,8.990,9.805 
2015/12/14 09:45:00,8.195,-94.792,8.990,9.805 
2015/12/14 10:00:00,8.170,-94.792,8.990,9.805 
2015/12/14 10:15:00,8.145,-94.792,8.990,9.805 
2015/12/14 10:30:00,8.145,-94.792,8.990,9.780 
2015/12/14 10:45:00,8.120,-94.792,8.965,9.780 
2015/12/14 11:00:00,8.120,-94.792,8.965,9.780 
2015/12/14 11:15:00,8.095,-94.792,8.965,9.780 
2015/12/14 11:30:00,8.070,-94.792,8.965,9.780 
2015/12/14 11:45:00,8.070,-94.792,8.965,9.780 
2015/12/14 12:00:00,8.045,-94.792,8.941,9.780 
2015/12/14 12:15:00,8.045,-94.792,8.941,9.780 
2015/12/14 12:30:00,8.045,-94.792,8.941,9.780 
2015/12/14 12:45:00,8.020,-94.792,8.941,9.780 
2015/12/14 13:00:00,8.020,-94.792,8.941,9.780 
2015/12/14 13:15:00,8.020,-94.792,8.941,9.780 
2015/12/14 13:30:00,8.020,-94.792,8.916,9.780 
2015/12/14 13:45:00,8.020,-94.792,8.916,9.780 
2015/12/14 14:00:00,8.045,-94.792,8.916,9.780 
2015/12/14 14:15:00,8.045,-94.792,8.916,9.780 
2015/12/14 14:30:00,8.045,-94.792,8.916,9.756 
2015/12/14 14:45:00,8.070,-94.792,8.891,9.756 
2015/12/14 15:00:00,8.070,-94.792,8.891,9.756 
2015/12/14 15:15:00,8.070,-94.792,8.891,9.780 
2015/12/14 15:30:00,8.095,-94.792,8.891,9.756 
2015/12/14 15:45:00,8.095,-94.792,8.891,9.756 
2015/12/14 16:00:00,8.095,-94.792,8.866,9.756 
2015/12/14 16:15:00,8.120,-94.792,8.866,9.756 
2015/12/14 16:30:00,8.120,-94.792,8.866,9.756 
2015/12/14 16:45:00,8.145,-94.792,8.866,9.756 
2015/12/14 17:00:00,8.145,-94.792,8.866,9.756 
2015/12/14 17:15:00,8.145,-94.792,8.866,9.731 
2015/12/14 17:30:00,8.145,-94.792,8.866,9.731 
2015/12/14 17:45:00,8.145,-94.792,8.841,9.731 
2015/12/14 18:00:00,8.170,-94.792,8.841,9.731 
2015/12/14 18:15:00,8.145,-94.792,8.841,9.731 
2015/12/14 18:30:00,8.145,-94.792,8.841,9.731 
2015/12/14 18:45:00,8.170,-94.792,8.841,9.731 
2015/12/14 19:00:00,8.145,-94.792,8.841,9.731 
2015/12/14 19:15:00,8.145,-94.792,8.817,9.706 
2015/12/14 19:30:00,8.145,-94.792,8.841,9.731 
2015/12/14 19:45:00,8.145,-94.792,8.817,9.706 
2015/12/14 20:00:00,8.145,-94.792,8.817,9.706 
2015/12/14 20:15:00,8.120,-94.792,8.817,9.706 
2015/12/14 20:30:00,8.120,-94.792,8.817,9.706 
2015/12/14 20:45:00,8.120,-94.792,8.817,9.706 
2015/12/14 21:00:00,8.120,-94.792,8.817,9.706 
2015/12/14 21:15:00,8.120,-94.792,8.792,9.706 
2015/12/14 21:30:00,8.095,-94.792,8.817,9.706 
2015/12/14 21:45:00,8.095,-94.792,8.792,9.682 
2015/12/14 22:00:00,8.095,-94.792,8.792,9.682 
2015/12/14 22:15:00,8.095,-94.792,8.792,9.682 
2015/12/14 22:30:00,8.095,-94.792,8.792,9.682 
2015/12/14 22:45:00,8.095,-94.792,8.792,9.682 
2015/12/14 23:00:00,8.095,-94.792,8.792,9.682 
2015/12/14 23:15:00,8.095,-94.792,8.792,9.682 
2015/12/14 23:30:00,8.095,-94.792,8.792,9.682 
2015/12/14 23:45:00,8.095,-94.792,8.792,9.682 
2015/12/15 00:00:00,8.070,-94.792,8.767,9.682 
2015/12/15 00:15:00,8.070,-94.792,8.767,9.682 
2015/12/15 00:30:00,8.070,-94.792,8.767,9.682 
2015/12/15 00:45:00,8.070,-94.792,8.767,9.657 
2015/12/15 01:00:00,8.070,-94.792,8.767,9.657 
2015/12/15 01:15:00,8.045,-94.792,8.767,9.657 
2015/12/15 01:30:00,8.045,-94.792,8.767,9.657 
2015/12/15 01:45:00,8.020,-94.792,8.767,9.657 
2015/12/15 02:00:00,8.020,-94.792,8.767,9.657 
2015/12/15 02:15:00,8.020,-94.792,8.767,9.657 
2015/12/15 02:30:00,8.020,-94.792,8.742,9.657 
2015/12/15 02:45:00,7.995,-94.792,8.742,9.657 
2015/12/15 03:00:00,7.995,-94.792,8.742,9.657 
2015/12/15 03:15:00,7.995,-94.792,8.742,9.657 
2015/12/15 03:30:00,7.970,-94.792,8.742,9.632 
2015/12/15 03:45:00,7.970,-94.792,8.742,9.657 
2015/12/15 04:00:00,7.970,-94.792,8.742,9.632 
2015/12/15 04:15:00,7.945,-94.792,8.742,9.632 
2015/12/15 04:30:00,7.945,-94.792,8.742,9.632 
2015/12/15 04:45:00,7.945,-94.792,8.742,9.632 
2015/12/15 05:00:00,7.945,-94.792,8.717,9.632 
2015/12/15 05:15:00,7.945,-94.792,8.717,9.632 
2015/12/15 05:30:00,7.945,-94.792,8.717,9.632 
2015/12/15 05:45:00,7.945,-94.792,8.717,9.632 
2015/12/15 06:00:00,7.920,-94.792,8.717,9.608 
2015/12/15 06:15:00,7.920,-94.792,8.717,9.632 
2015/12/15 06:30:00,7.920,-94.792,8.717,9.608 
2015/12/15 06:45:00,7.920,-94.792,8.717,9.608 
2015/12/15 07:00:00,7.920,-94.792,8.717,9.608 
2015/12/15 07:15:00,7.895,-94.792,8.693,9.608 
2015/12/15 07:30:00,7.895,-94.792,8.693,9.608 
2015/12/15 07:45:00,7.895,-94.792,8.693,9.608 
2015/12/15 08:00:00,7.895,-94.792,8.693,9.608 
2015/12/15 08:15:00,7.895,-94.792,8.693,9.608 
2015/12/15 08:30:00,7.895,-94.792,8.693,9.608 
2015/12/15 08:45:00,7.895,-94.792,8.693,9.608 
2015/12/15 09:00:00,7.895,-94.792,8.693,9.583 
2015/12/15 09:15:00,7.895,-94.792,8.693,9.608 
2015/12/15 09:30:00,7.895,-94.792,8.668,9.583 
2015/12/15 09:45:00,7.895,-94.792,8.668,9.583 
2015/12/15 10:00:00,7.895,-94.792,8.668,9.583 
2015/12/15 10:15:00,7.895,-94.792,8.668,9.583 
2015/12/15 10:30:00,7.895,-94.792,8.643,9.583 
2015/12/15 10:45:00,7.920,-94.792,8.668,9.583 
2015/12/15 11:00:00,8.170,-94.792,7.645,8.792 
2015/12/15 11:15:00,8.070,-94.792,7.695,8.668 
2015/12/15 11:30:00,7.845,-94.792,7.970,9.213 
2015/12/15 11:45:00,8.344,-94.792,8.270,9.805 
2015/12/15 12:00:00,8.891,-94.792,9.608,12.413 
2015/12/15 12:15:00,9.682,-94.792,10.149,11.807
